,sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
566848,1175,1479,20,990.73,360.77,937.21,1.38
585857,1207,1197,18,71.49,113.39,40.99,2.92
616014,1175,1160,23,1252.13,275.47,1224.09,1.23
618202,1318,1303,10,1355.75,193.87,1340.59,1.17
623187,1426,1411,3,666.6,275.87,633.78,1.32
623482,1411,1479,8,69.42,188.0,25.95,3.79
627652,1534,1411,18,1024.72,437.11,955.54,1.43
637621,1411,1534,5,721.35,385.51,669.57,1.39
641622,1175,1534,17,2384.34,1101.07,2203.27,1.46
32735,1322,1207,15,755.76,305.26,696.76,1.53
210284,1110,1093,12,677.06,269.23,635.3,1.42
211887,1197,1318,10,781.08,224.15,756.52,1.27
213150,1318,1226,23,918.38,322.95,874.57,1.35
216892,1426,1093,14,2247.63,347.57,2223.79,1.15
248344,1534,1175,15,1623.05,389.06,1584.8,1.23
281866,1426,1175,0,1335.14,325.46,1307.16,1.21
288287,1178,1375,23,1493.88,363.09,1455.42,1.25
298505,1479,1178,15,733.6,231.54,707.34,1.29
455988,1375,1464,14,1567.29,342.79,1529.89,1.25
524177,1430,1411,18,921.19,386.14,860.43,1.42
537024,1178,1411,8,948.34,322.96,901.63,1.36
545958,1479,1534,12,1168.37,452.47,1078.04,1.58
565916,1207,1318,13,773.89,257.64,717.42,1.54
569591,1430,1464,16,1192.67,401.34,1144.54,1.31
612797,1375,1093,22,2985.15,822.14,2888.69,1.28
695797,1106,1029,12,1077.89,179.79,1064.81,1.16
704765,1110,1017,11,575.28,410.55,494.74,1.65
739861,1029,1093,5,695.35,385.37,629.07,1.5
98371,1426,1430,21,121.07,208.09,88.2,1.85
148809,1002,1375,7,3772.93,700.49,3710.8,1.2
162113,1411,1178,14,819.99,258.64,791.04,1.28
165252,1426,1430,23,115.8,230.83,79.13,1.91
168637,1002,1430,6,3223.1,718.86,3149.68,1.24
192824,1534,1029,0,2484.33,501.67,2443.35,1.19
206100,1002,1375,9,2784.5,703.72,2680.22,1.34
225544,1411,1178,16,742.51,211.2,722.88,1.24
306353,1175,1375,19,1812.44,843.57,1673.47,1.57
306758,1226,1197,0,1227.09,756.56,1095.92,1.52
313892,1430,1426,9,238.01,443.9,137.77,2.52
329249,1175,1430,16,1966.54,824.04,1839.76,1.41
329490,1411,1430,4,769.87,328.78,614.68,2.59
351440,1411,1375,7,894.37,447.21,806.27,1.56
370284,1322,1318,16,346.25,164.36,310.31,1.6
370813,1479,1175,9,761.66,242.74,736.92,1.27
385677,1426,1175,16,1658.01,665.74,1570.29,1.37
467698,1106,1002,11,1349.34,185.73,1337.83,1.14
505266,1426,1534,22,26.11,114.17,10.58,2.4
588264,1002,1106,15,1594.13,383.18,1559.67,1.22
600523,1002,1534,5,2283.33,256.74,2268.76,1.12
617623,1303,1322,22,1391.23,311.72,1360.78,1.23
618516,1430,1160,4,1369.15,161.5,1359.68,1.13
627424,1411,1430,15,1444.92,759.46,1297.39,1.56
650754,1375,1110,23,2469.67,326.31,2448.39,1.14
663246,1430,1426,20,193.86,223.59,135.77,2.13
664677,1430,1479,1,612.81,216.93,591.38,1.27
697671,1479,1175,20,847.02,334.57,800.19,1.37
700793,1318,1197,4,760.93,272.23,721.29,1.37
706069,1411,1375,18,1268.04,781.9,1051.13,1.85
714818,1226,1197,11,944.24,129.86,935.92,1.14
730005,1178,1479,12,810.36,210.59,785.16,1.28
747200,1430,1534,19,170.54,227.22,114.64,2.17
800203,1430,1479,22,659.75,201.51,643.57,1.22
821073,1375,1029,18,3942.21,1180.51,3781.2,1.33
843502,1534,1093,23,3069.11,770.74,2977.81,1.28
15414,1318,1226,17,829.08,177.93,811.04,1.23
16385,1197,1318,4,701.86,186.48,680.42,1.27
66379,1110,1093,6,652.76,396.29,583.23,1.54
106558,1029,1017,16,1449.86,313.99,1409.86,1.28
139805,1322,1303,16,1441.04,352.25,1401.95,1.26
146199,1303,1197,17,993.5,374.84,931.11,1.43
156720,1430,1411,9,1062.36,537.81,964.41,1.53
156884,1207,1318,4,775.88,234.53,742.53,1.34
180307,1479,1534,3,842.01,347.1,786.26,1.42
233846,1430,1093,20,2666.76,891.45,2568.81,1.28
267726,1426,1479,15,916.4,379.75,867.84,1.35
280741,1110,1106,20,1416.9,507.96,1356.15,1.31
297785,1426,1534,12,37.54,161.08,13.11,2.75
302387,1426,1160,18,2144.0,956.54,1993.19,1.42
463421,1017,1110,13,944.68,617.86,794.11,1.79
474524,1093,1017,21,1047.1,292.64,1008.62,1.32
551907,1178,1411,3,963.1,273.55,924.33,1.33
563501,1322,1303,20,1496.0,414.75,1449.08,1.28
584728,1303,1197,21,1066.22,437.54,995.94,1.43
622565,1375,1093,0,2823.67,816.51,2711.96,1.32
633009,1430,1411,13,821.24,340.73,781.16,1.33
644966,1479,1534,7,1248.99,606.66,1128.68,1.55
652007,1197,1318,17,670.77,123.72,657.28,1.24
665709,1002,1093,4,842.85,251.4,812.84,1.29
698891,1430,1375,3,145.6,207.5,118.32,1.62
728835,1110,1093,19,944.95,413.31,856.22,1.6
752045,1426,1093,21,2696.62,908.25,2590.71,1.3
773452,1029,1093,23,822.57,501.94,723.31,1.6
807352,1375,1411,6,690.48,377.36,633.78,1.46
27023,1002,1534,12,4039.5,1941.34,3612.22,1.6
79767,1002,1106,22,1636.54,397.02,1597.22,1.23
167391,1464,1534,5,1337.45,354.86,1297.83,1.27
186276,1430,1178,15,1645.27,643.97,1555.7,1.36
225532,1479,1411,3,171.38,288.7,63.13,4.62
233131,1093,1029,2,654.68,286.9,612.09,1.41
253602,1093,1029,15,690.18,372.98,634.84,1.44
258838,1464,1534,18,1601.45,364.54,1563.55,1.24
306736,1479,1411,16,97.2,147.21,44.26,3.93
308578,1029,1002,7,1695.29,635.88,1607.91,1.36
358571,1411,1426,14,1228.07,472.49,1156.57,1.4
408482,1207,1197,5,99.08,172.52,46.34,3.62
414688,1375,1160,18,2024.1,646.47,1925.84,1.37
425010,1375,1479,15,757.51,399.62,694.87,1.46
428020,1303,1318,21,1508.85,256.24,1487.63,1.18
428503,1534,1411,5,740.0,266.71,704.94,1.34
437317,1175,1534,4,1613.59,633.07,1523.82,1.37
439612,1175,1479,7,962.46,475.32,886.24,1.47
459603,1375,1534,12,284.3,249.56,253.04,1.5
575422,1479,1375,13,1011.38,502.34,930.38,1.47
581705,1375,1175,8,1743.25,609.16,1660.31,1.35
593757,1197,1303,11,827.29,338.73,786.42,1.33
635558,1479,1430,10,1420.75,950.92,1234.83,1.63
652302,1322,1197,7,705.31,248.9,656.69,1.5
749387,1002,1430,16,3145.43,1446.06,2890.44,1.48
801235,1375,1426,9,236.07,188.42,213.89,1.45
834910,1175,1426,1,1500.41,285.74,1475.73,1.2
13732,1464,1430,19,1163.82,263.31,1137.74,1.23
21726,1160,1175,9,1598.41,229.92,1583.32,1.14
27333,1464,1375,22,1312.43,259.52,1289.83,1.2
58614,1178,1375,22,1471.93,442.18,1424.99,1.27
92174,1534,1175,14,1810.51,606.97,1734.05,1.32
166134,1479,1178,14,757.77,229.89,729.25,1.31
195483,1106,1029,10,1062.45,135.09,1054.65,1.13
249834,1029,1093,3,769.71,520.49,671.52,1.59
257671,1110,1017,9,578.62,204.41,540.13,1.47
293866,1110,1093,14,822.1,397.16,743.06,1.57
351625,1197,1318,12,768.5,183.67,747.18,1.27
386576,1426,1093,16,2526.79,814.77,2431.46,1.3
393371,1411,1375,12,826.48,337.87,779.68,1.38
405234,1175,1430,21,1491.38,381.74,1448.22,1.27
409233,1322,1318,21,318.84,187.52,270.37,1.84
414213,1430,1426,14,227.83,387.26,132.73,2.48
429348,1303,1322,16,1834.5,649.86,1736.35,1.38
433595,1479,1175,14,946.15,446.01,872.52,1.46
435129,1226,1197,5,819.0,258.52,783.47,1.34
449387,1411,1430,9,1175.23,689.02,1056.98,1.53
464862,1375,1110,17,3805.29,1307.1,3616.8,1.36
527756,1318,1207,1,822.11,348.95,769.14,1.42
562596,1226,1207,8,1068.39,209.54,1048.53,1.21
617997,1318,1322,3,492.62,405.78,374.52,2.1
635239,1093,1106,7,396.49,144.31,379.15,1.32
642172,1226,1322,10,707.08,431.01,450.4,4.42
656501,1534,1002,21,4494.78,1934.32,4142.84,1.49
659653,1534,1430,11,123.29,181.04,92.88,1.9
673443,1106,1093,15,513.79,167.33,495.72,1.29
685857,1110,1002,4,1303.4,381.4,1238.95,1.4
688452,1175,1178,1,559.56,256.72,500.23,1.66
697927,1430,1175,9,1721.2,475.82,1662.71,1.29
709148,1534,1375,14,258.4,234.52,218.63,1.66
726114,1426,1411,19,948.0,401.2,889.18,1.42
807478,1411,1534,21,937.64,299.06,898.76,1.32
808804,1534,1464,15,1287.44,296.4,1257.19,1.24
825395,1426,1464,0,1526.1,516.35,1455.57,1.34
844954,1411,1534,22,833.09,332.1,793.13,1.33
81026,1426,1411,20,811.54,339.33,781.12,1.27
92764,1534,1464,16,1365.0,401.98,1319.2,1.28
96389,1029,1093,16,825.38,444.09,747.37,1.52
97112,1110,1017,22,580.96,303.27,522.06,1.56
195470,1106,1029,23,966.88,286.46,940.68,1.24
207928,1426,1375,12,334.06,219.7,294.93,1.6
209226,1178,1175,12,1043.7,425.99,923.92,1.92
218461,1110,1430,7,4284.0,278.23,4275.16,1.07
227980,1318,1322,16,378.81,214.02,308.63,2.05
228616,1110,1002,17,1280.95,348.58,1245.06,1.25
237909,1426,1002,19,3066.52,540.63,3019.79,1.19
256927,1411,1178,2,700.2,144.84,688.24,1.19
257014,1430,1175,22,1335.11,248.2,1317.66,1.17
258281,1093,1534,10,2437.11,784.99,2340.44,1.31
283165,1426,1430,9,239.19,270.98,165.57,2.33
284978,1197,1226,14,936.63,231.11,911.78,1.25
302185,1226,1322,23,727.0,872.02,531.29,1.94
303599,1093,1106,20,425.81,131.27,412.07,1.27
311542,1375,1178,22,1461.89,723.97,1342.67,1.46
313995,1175,1178,14,901.8,296.73,847.81,1.46
315066,1017,1089,18,710.79,88.39,705.2,1.13
380259,1479,1426,10,1231.43,521.04,1151.66,1.42
384434,1303,1197,2,908.33,322.44,853.63,1.42
414283,1017,1029,23,1185.63,310.76,1143.8,1.31
417832,1322,1303,1,1210.13,367.03,1168.97,1.28
450624,1303,1197,5,1507.22,2345.69,870.62,2.28
488006,1479,1426,13,1335.48,722.35,1229.15,1.45
508220,1322,1303,4,1202.77,455.06,1143.35,1.34
525952,1029,1017,4,1232.7,821.74,1089.34,1.53
582026,1029,1106,20,1158.84,336.56,1119.43,1.29
590210,1002,1029,10,1770.33,2019.72,1336.01,1.82
591522,1093,1375,13,2775.64,653.01,2706.21,1.25
614769,1093,1002,20,912.7,281.72,880.78,1.29
641921,1093,1430,10,2496.69,816.54,2394.42,1.31
655422,1375,1426,19,386.82,225.08,334.69,1.7
657728,1375,1479,0,556.66,242.57,524.14,1.37
715914,1375,1160,3,1432.1,363.63,1397.42,1.23
722882,1175,1426,11,1774.26,636.88,1702.99,1.3
726297,1160,1175,19,1799.88,440.23,1755.04,1.24
775262,1017,1029,19,1189.77,335.25,1148.82,1.29
783967,1318,1207,20,911.85,302.61,862.89,1.4
797014,1160,1430,21,1843.89,666.54,1748.97,1.36
20904,1479,1426,6,972.27,345.91,926.57,1.34
257536,1110,1029,22,723.68,227.89,697.94,1.29
261928,1093,1002,17,815.46,203.08,793.3,1.26
268447,1303,1207,8,1382.43,1437.84,1062.48,1.84
278456,1093,1375,10,2617.48,862.23,2507.82,1.32
278551,1029,1106,17,1191.77,344.6,1150.21,1.29
304213,1093,1430,7,3711.71,900.66,3609.16,1.27
340999,1002,1029,7,1294.5,301.27,1262.95,1.24
371256,1175,1375,1,1387.34,423.09,1338.5,1.29
379957,1375,1430,6,350.97,331.97,259.74,2.12
405285,1375,1002,16,3665.24,942.92,3555.39,1.28
422535,1426,1464,21,1392.84,431.99,1340.15,1.3
458450,1207,1226,23,1098.0,419.83,1025.13,1.44
540924,1110,1017,6,565.38,257.51,479.08,2.01
556276,1029,1093,0,667.72,316.76,621.78,1.42
567272,1106,1029,7,1077.12,219.04,1058.65,1.2
610306,1303,1197,20,1022.0,352.75,972.78,1.35
611317,1479,1534,6,969.76,357.95,920.41,1.36
612818,1207,1318,7,768.0,295.62,720.22,1.41
632143,1178,1411,2,941.88,191.68,920.8,1.24
654294,1430,1411,12,804.15,588.55,744.34,1.38
663566,1322,1303,19,1303.25,312.01,1273.4,1.23
703182,1534,1093,13,2387.39,749.87,2296.54,1.3
810586,1303,1211,6,985.63,241.41,958.3,1.26
812344,1029,1110,15,1350.8,777.19,1174.4,1.67
22020,1322,1207,11,680.7,226.6,647.18,1.37
